cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;nit;cod_dpto;departamento;cod_mpio;municipio;localidad;barrio;direccion;telefono;correo_electronico;pagina_web;naturaleza;nombre_representante;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;fecha_otorgamiento;fecha_vencimiento;longitud;latitud;año_corte;mes_corte;fecha_corte
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3.297,;CURSOS ESPECIALIZADOS DEL VALLE;4143.2.21.5409;2009 jul 08 12:00:00 AM;51698959- 9;76,;VALLE DEL CAUCA;76.001,;CALI;;SAN VICENTE;AVENIDA 2 C NORTE NO 24 N ¿ 80;3798205;CURSOSESPECIALIZADOSDELVALLE@GMAIL.COM;;PRIVADA;ELVISPAZ HURTADO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.810,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA;8.152,;CORPORACION UNIVERSITARIA MINUTO DE DIOS UNIMINUTO;10345;2090 ago 01 12:00:00 AM;10345;68,;SANTANDER;68.081,;BARRANCABERMEJA;;Colombia;CALLE 48 No. 22-102;057 222 2800;lilia.espinosa@uniminuto.edu;www.mineducacion.gov.co;PRIVADA;MARTHA CECILIAJAIMES CASTAÑEDA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;8.626,;"CORPORACION  PARA EL FUTURO Y EL DESARROLLO DE LA COSTA ""CERFUDECO""";01-024;2013 ene 16 12:00:00 AM;90443735-0;13,;BOLÍVAR;13.468,;MOMPÓS;;Urbanizacion San Mateo;Mza. 7 Lote 10 Mompox;3053603926;javiserva@hotmail.com;;PRIVADA;DIANAVILLANUEVA ELJAUDE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.802,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;5.316,;CORPORACION INSTITUTON PEDAGOGICO OCUPACIONAL INPO;2549;2013 nov 26 12:00:00 AM;900547925-0;54,;NORTE DE SANTANDER;54.001,;CÚCUTA;;Santa Ana;Avenida 2 N° 5-65;5733322;corporacioninpo@gmail.com;inpo.edu.co;PRIVADA;Wilson OrlandoSerna Jacome;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.910,;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;4.179,;ESCUELAS PROFESIONALES SALESIANAS;4198;2008 dic 12 12:00:00 AM;8909059807;13,;BOLÍVAR;13.001,;CARTAGENA;;CENTRO;CLLE LAS BOVEDAS No. 39-60;6643062;secacademica.eps@salesianos.edu.co;www.escuelasprofesionalessalesianas.edu.co;PRIVADA;DIEGO LEONPATIÑO PATIÑO;SI;FT-CER174811;NTC 5555;ICONTEC;RENOVADA;2012 mar 01 12:00:00 AM;2021 feb 28 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.806,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;2.592,;INSTITUTO NACIONAL DE EDUCACION Y CAPACITACION INEC;295;2094 oct 13 12:00:00 AM;9866395-3;66,;RISARALDA;66.001,;PEREIRA;;CENTRO;CALLE 19 NO 12- 16 EDIFICIO RAGAZA;3333555;serviciosacademicos@institutoinec.com;wwwinstitutoinec.com;PRIVADA;XIOMARATORRES TELLO;SI;FT 009-1;NTC 5555;ICONTEC;RENOVADA;2010 dic 15 12:00:00 AM;2022 dic 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.791,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA;4.360,;INSTITUTO POLITECNICO JURIS GLOBAL;No.0047;2009 ene 20 12:00:00 AM;900225241-1;41,;HUILA;41.001,;NEIVA;;CHAPINERO;CARRERA 9 No 20-55;8755653;politecnicojurisglobal047@gmail.com;;PRIVADA;LEONELQUIJANO ARDILA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.770,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA;9.093,;INSTITUTO DINAMICO DE LENGUAS MODERNAS S.A.S.;01053;2018 nov 08 12:00:00 AM;901194648-2;15,;BOYACÁ;15.001,;TUNJA;;CENTRO;CARRERA 12 No. 20-69;3114771675;direcciontunja.idiomatic@gmail.com;;PRIVADA;JESICA ANDREABURGOS PLAZAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;3.773,;ESCUELA DE AVIACION Y TURISMO INTERNACIONAL S.A.S.;07371;2009 nov 27 12:00:00 AM;900285334-2;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;EL PRADO;CARRERA 54 Nº 59-291 LOCAL 1;3494505;direccion@escueladeaviacionyturismo.edu.co;www.eatibaq.com;PRIVADA;PAOLA ANDREAVALLEJO PARRA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;7.014,;ACADEMIA DE BELLEZA LA GRAN AMERICA;8152;2013 dic 11 12:00:00 AM;80094052-7;25,;CUNDINAMARCA;25.126,;CAJICÁ;;CENTRO;CARRERA 6 #1-36 TERCER PISO;3204454200;pablofitnes@hotmail.com;;PRIVADA;PABLO JAVIERGUTIERREZ ROMERO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3.093,;ACADEMIA GASTRONOMICA DEL VALLE AGASVAL;4143.0.21.9358;2010 sep 29 12:00:00 AM;16.679.200-1;76,;VALLE DEL CAUCA;76.001,;CALI;;EL CEDRO;CARRERA 27 #6-44;5240621;agasvaldireccion@gmail.com;www.agasval.com.co;PRIVADA;ELVIA LUCIAANILLO GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;5.360,;INTERLEARN LEARN ENGLISH INTERNACIONAL - SEDE SUR;4143.2.21.2625;2008 may 30 12:00:00 AM;805.000.486-6;76,;VALLE DEL CAUCA;76.001,;CALI;;CIUDAD  JARDIN;CARRERA 100  No. 15-14;5245727;dacademico@learnenglish.edu.co;learnenglish.edu.co;PRIVADA;EDGAR ANDRES GALINDO SILVA;NO;FT-CER528506;NTC 5555;ICONTEC;VENCIDA;2017 jun 02 12:00:00 AM;2020 jun 01 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;9.054,;INSTITUCION TECNICA DE FORMACION EN ARTES Y OFICIOS INTECFES;10374;2018 oct 03 12:00:00 AM;901112414-5;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;SAN JOSE;CALLE 47 No. 20 - 82 LOCAL 2;3009204;intecfes@gmail.com;www.itf.edu.co;PRIVADA;JAIROCARBONELL PALACIO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.382,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE QUIBDÓ;4.508,;INSTITUTO TECNICO SUPERIOR SISTEMATIZADO (INTSA);134;2010 ago 19 12:00:00 AM;800242719-7;27,;CHOCO;27.001,;QUIBDÓ;;YESCA GRANDE;CLL 24 CON CRA 6;3206993354;ferley2128@hotmail.com;;PRIVADA;HUGO FERLEYMOSQUERA GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.799,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;6.531,;INSTITUTO TECNICO SUR COLOMBIANO;0592;2012 mar 22 12:00:00 AM;900452758-8;52,;NARIÑO;52.001,;PASTO;;CENTRO;CARRERA 24 No. 14-22 CENTRO;7208428;madeline_caicedo@hotmail.com;www.itsurcolombiano.edu.co;PRIVADA;MADELINE YOMARCAICEDO;SI;FT-CER380763;NTC 5555;ICONTEC;RENOVADA;2015 abr 15 12:00:00 AM;2021 abr 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.841,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL;8.690,;ESCUELA DE FORMACIÓN EMPRESARIAL;1505;2016 dic 06 12:00:00 AM;800013469-9;85,;CASANARE;85.001,;YOPAL;;CENTRO;DIAGONAL 16 No 14-08;6357656;efe@cccasanare.co;;PRIVADA;ZONIA YANETFUENTES CAMARGO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.764,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;6.714,;CENTRO DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO RAMOS DEL SABER;2959;2009 abr 22 12:00:00 AM;900092948-5;8,;ATLÁNTICO;8.372,;JUAN DE ACOSTA;;VEREDA EL VAIVEN;CRA 6 ESQ VIA CORREG SAN JOSE DE SACO;3135854078;ramosdelsaber@hotmail.com;;PRIVADA;ARMANDO DE JESUSMOLINA RAMOS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.779,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR;6.817,;"ESCUELA DE EDUCACION  DE COLOMBIA ""ESESCO""";000915;2013 mar 07 12:00:00 AM;824003151-7;20,;CESAR;20.517,;PAILITAS;;;CARRERA 5B No. 7-48;3122346624;esescosede.pailitas@gmail.com;esesco.edu.co;PRIVADA;JHON RAFAEL COLMENARES RICO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.788,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA;1.790,;ACADEMIA DE BELLEZA ANDINA;186;2005 sep 09 12:00:00 AM;35409552-9;25,;CUNDINAMARCA;25.754,;SOACHA;;EL DORADO;CARRERA 4 NO. 15 - 56;5758183;monica81415@hotmail.com;;PRIVADA;NUBIA MARLEN GARCIA ÁNGEL;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;1.856,;A.V.C. AUDIOVISUAL CENTER;08347;2009 sep 16 12:00:00 AM;8909363714;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;BOSTON;CARRERA 45 N° 52-59;5131840;avcaudiovisualcenter@une.net.co;;PRIVADA;CARLOTHA DEL SOCORRO ALVAREZ CORREA;NO;IC&T-5555-36-221-02/16;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;VENCIDA;2016 jun 10 12:00:00 AM;2017 jun 10 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;2.221,;"ESCUELA DE CAPACITACION EMPRESARIAL Y TECNICA ""CORFIMUJER""";0261;2008 nov 27 12:00:00 AM;800098262-6;20,;CESAR;20.001,;VALLEDUPAR;;CENTRO;CRA 7 14-51;5743003 ext 15;escuelacorfimujer@hotmail.com;;PRIVADA;ROSARIO DE LAS MERCEDESMIRANDA GRACIA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.826,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;5.849,;ESCUELA DE CAPACITACION PETROLERA;2235;2018 jun 07 12:00:00 AM;55168443-1;86,;PUTUMAYO;86.001,;MOCOA;;Barrio Olimpico-Mocoa.;Calle 13   N°8-34;42 00 577;mocoa@escueladecapacitacionpetrolera.edu.co;wwwescueladecapacitacionpetrolera.edu.co;PRIVADA;EDERLETHCÁRDENAS CLAROS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3.329,;INTERLEARN LEARN ENGLISH INTERNACIONAL ¿ SEDE NORTE;4143.2212624;2008 may 30 12:00:00 AM;805.000.486 ¿ 6;76,;VALLE DEL CAUCA;76.001,;CALI;;VIPASA;AVENIDA 3 N NO 44 N - 85;680 35 55;LEARNENGLISH@COLDECON.NET.CO;;PRIVADA;LILIANAMENDOZA PARRA;NO;FT-CER528506;NTC 5555;ICONTEC;VENCIDA;2017 jun 02 12:00:00 AM;2020 jun 01 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.910,;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;6.968,;"INSTITUTO TECNICO EDUCATIVO COLOMBIANO ""INSTECOL""";0403;2012 dic 07 12:00:00 AM;900549626 2;13,;BOLÍVAR;13.001,;CARTAGENA;;Blas de Lezo;Manzana 10s No. 15 Cuarta  etapa;3207962319;instecol@hotmail.com;;PRIVADA;RICARDO ANDRESMUENTES CERVANTES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.808,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;5.848,;FUNDACION EDUCATIVA DE SANTANDER UNITECNICAS;015808;2010 oct 26 12:00:00 AM;900000672-4;68,;SANTANDER;68.406,;LEBRÍJA;;;Calle 13 No. 7-30;6566326;unitecnicas679@hotmail.com;;PRIVADA;FLOR ANGELAQUINTERO SAAVEDRA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.777,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;6.111,;INSTITUTO TECNICO DE EXCELENCIA PROFESIONAL INTENAL;04921;2014 jun 20 12:00:00 AM;0176803329-1;19,;CAUCA;19.532,;PATÍA;;PRADOS DEL NORTE;FUNDACIÓN NIÑO JESÚS DE PRAGA VIA PANAMERICANA;3206792295;ciadetelbordo@hotmail.com;;PRIVADA;LUIS ANTONIORUIZ CICERY;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;813,;INSTITUTO DE ESTUDIOS PARA LA SALUD IES BARRANQUILLA;001255;2099 ago 29 12:00:00 AM;802012662-7;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;PRADO;CARRERA 49B No. 74 - 153;3605030;iesbarranquilla@hotmail.com;www.ies.edu.co;PRIVADA;MARIBEL DUARTE ARIAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.774,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MANIZALES;1.286,;FUNDACION CRUZADA SOCIAL;1715;2008 nov 25 12:00:00 AM;890800971-9;17,;CALDAS;17.001,;MANIZALES;;VALVANERA;CARRERA 20 31-30;8848412;direccionformacion@cruzadasocial.org;www.cruzadasocial.org;PRIVADA;LUZ GLADYS GARCÍA VARGAS;NO;FT-CER328863;NTC 5555;ICONTEC;VENCIDA;2014 ago 20 12:00:00 AM;2020 ene 12 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.787,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT;9.124,;INSTITUTO CARVAJAL;1009;2015 dic 09 12:00:00 AM;80.800.2582-5;25,;CUNDINAMARCA;25.307,;GIRARDOT;;SUCRE;CARRERA 10 No 20-75;3108821516;info@institutocarvajal.com;INSTITUTOCARVAJAL.COM;PRIVADA;DANNY WILSON CARVAJAL;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;5.533,;CENTRO DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO NORMA RAMIREZ;0804;2011 may 31 12:00:00 AM;36557259-2;47,;MAGDALENA;47.001,;SANTA MARTA;;MANZANARES;CLL 30 N° 4-33;4210051;nrdiseno@hotmail.com;;PRIVADA;NORMA LUZRAMIREZ MAESTRE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7.077,;"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""";757;2013 ago 06 12:00:00 AM;900350585-2;23,;CÓRDOBA;23.855,;VALENCIA;;;IE MANUELA BELTRAN;3126249064;ceprodentmonteria@yahoo.com;;PRIVADA;FERNANDOBITTAR CURE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.778,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;3.881,;INSTITUCION UNIVERSITARIA COLEGIO MAYOR DEL CAUCA;000581;2009 abr 20 12:00:00 AM;891500759-1;19,;CAUCA;19.001,;POPAYÁN;;CENTRO;CALLE 3 # 6-42;8333390;siag@unimayor.edu.co;;OFICIAL;HECTOR SANCHEZ COLLAZOS;SI;FT-CER564540;NTC 5555;ICONTEC;PRIMERA VEZ;2017 oct 20 12:00:00 AM;2020 oct 19 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.798,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7.574,;INSTITUTO DE EDUCACIÓN TÉCNICA INESUR;3624;2014 sep 23 12:00:00 AM;27333359;52,;NARIÑO;52.019,;ALBÁN;;SAN CARLOS;I.E POLITÉCNICO JUAN BOLAÑOS;3186147046;inesuralban@gmail.es;;PRIVADA;JHON HARVEYBENAVIDES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.794,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA;5.862,;CORPORACION PROMOTORA SOCIAL EDUCATIVA CORPROSED;183;2008 may 13 12:00:00 AM;57291761-1;47,;MAGDALENA;47.288,;FUNDACIÓN;;CENTRO;KRA 7A Nº 7-28;3005473535;corprosed@hotmail.com;;PRIVADA;DEIRISMARTINEZ ARIAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;7.005,;CORPORACION EDUCATIVA DEL NORTE CONORTIN;01428;2013 mar 21 12:00:00 AM;900242696-9;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;;CRA 8C No. 45 - 22;3037272;luzma_82@hotmail.com;;PRIVADA;LUZ MARINAVERGARA SENIOR;NO;20.038-2;NTC 5555;CELAC;CANCELADA;2014 ene 07 12:00:00 AM;2020 ene 06 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;9.536,;CORPORACION UNIVERSITARIA MINUTO DE DIOS - UNIMINUTO;4044;2019 may 30 12:00:00 AM;8 0 0 1 1 6 2 1 7 2;15,;BOYACÁ;15.176,;CHIQUINQUIRÁ;;;Calle 10 # 9A-01 Sur;2916520;amdelrio@uniminuto.edu;;PRIVADA;HAROLD DE JESUS CASTILLA DEVOZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6.610,;TALLER DE ARTE;2313;2091 nov 12 12:00:00 AM;19156546-9;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SANTA FE;SAGRADO CORAZON;CARRERA 13 A  Nº. 34-90;2889670;tallerdearteco@yahoo.com;tallerdearte.edu.co;PRIVADA;ALFONSOLAGOS MARTINEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.774,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MANIZALES;1.270,;ACADEMIA SILUETA;154;2009 ene 29 12:00:00 AM;30290181;17,;CALDAS;17.001,;MANIZALES;;CENTRO;CRA 22 # 23-41;8828760;alba.nory@hotmail.com;;PRIVADA;ALBA NORYRAMIREZ ORTIZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;5.631,;"UNIDADES EDUCATIVAS DE BOYACA ""UDEB""";04950;2011 sep 21 12:00:00 AM;37.705.920;15,;BOYACÁ;15.572,;PUERTO BOYACÁ;;;CARRERA 3A No. 7 - 22;3152307399;UDEB.TEC@HOTMAIL.COM;;PRIVADA;ALEIDARODRIGUEZ MEJIA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.930,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ZIPAQUIRÁ;8.546,;ST MARY`S COLLEGE S.A.S;266;2020 jun 11 12:00:00 AM;901096257-6;25,;CUNDINAMARCA;25.899,;ZIPAQUIRÁ;;Algarra I;Cll 6  11 - 22;3023868666;coordinacionacademica@stmaryscollege.edu.co;;PRIVADA;JUAN CARLOS PRIETO RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;9.361,;INSTITUTO TÉCNICO LOS ANDES;9056;2019 oct 30 12:00:00 AM;900879851-9;15,;BOYACÁ;15.322,;GUATEQUE;;;CALLE 13 # 5-47;3107555572;direccion.academica@iteandes.edu.co;;PRIVADA;ELFA PATRICIARAMÍREZ COLMENARES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.773,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;8.305,;WORD ENGLISH SCHOOL;4280-6-5542-6;2016 may 31 12:00:00 AM;00001053823131;17,;CALDAS;17.174,;CHINCHINÁ;;;CARRERA 9 N° 11-27;8400565;w.e.s.chinchina@gmail.com;wescolombia.com;PRIVADA;SANTIAGOCORREAL ESCOBAR;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.850,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;4.534,;INSTITUTO DE FORMACION TECNICO LA GRAN DOX;001781;2092 oct 19 12:00:00 AM;355150442;25,;CUNDINAMARCA;25.269,;FACATATIVÁ;;SANTA RITA;CLL 8 5 99;8425024;lagrandox@hotmail.com;www.lagrandox.com;PRIVADA;DORISVIVAS RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.798,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7.485,;CENTRO EDUCATIVO INDIGENA CTI;2943;2012 ago 21 12:00:00 AM;87715247;52,;NARIÑO;52.022,;ALDANA;;;CENTRO EDUCATIVO DIVINO NIÑO;315288670;institutocti@hotmail.com;;PRIVADA;NESTOR GILDARDOPANTOJA PATIÑO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.813,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SUCRE;2.111,;INSTITUTO BOLIVARIANO ESDISEÑO;3045;2010 sep 14 12:00:00 AM;92553298-5;70,;SUCRE;70.215,;COROZAL;;;CALLE 31  Nº 25 - 33 P 2;2842463;wrobert23_70@hotmail.com;;PRIVADA;EDGARDO ANTONIO VARGAS ORTEGA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.796,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL META;9.048,;INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO INSELLANOS;4090;2018 sep 05 12:00:00 AM;900999084-0;50,;META;50.568,;PUERTO GAITÁN;;BARRIO POPULAR;CARRERA 3a. No. 17-208;3125269639;insellanos@gmail.com;;PRIVADA;MARTHA ISABELGUERRERO CÉSPEDES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7.833,;"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""";686;2014 jun 04 12:00:00 AM;900350585-2;23,;CÓRDOBA;23.068,;AYAPEL;;El Rosario;Calle Córdoba No. 11B-12B;7780146;ceprodentmonteria@yahoo.com;;PRIVADA;FERNANDO ELIASBITAR CURE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;3.778,;BALLARTE ESCUELA DE BALLET;010070;2008 dic 19 12:00:00 AM;800232221-9;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;USAQUEN;SANTA BARBARA;CARRERA 15 A No. 122-60;2139863;info@ballarte.com;www.ballarte.com;PRIVADA;MONICA MARIAPACHECO SANTANA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.816,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;6.380,;INSTITUTO COLOMBIANO DE APRENDIZAJE INCAP;2537;2008 dic 31 12:00:00 AM;809010602-1;73,;TOLIMA;73.001,;IBAGUÉ;;CENTRO;CARRERA 5 No. 15-60 PISOS 2,3, 4;2618932;Ibagueincap@gmail.com;;PRIVADA;GERMAN EDGAR MELO OLIVAR;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.762,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ITAGÜÍ;8.582,;"CENTRO DE FORMACIÓN ""GEARD""";11812;2017 mar 24 12:00:00 AM;900492521-0;5,;ANTIOQUIA;5.360,;ITAGUI;;CENTRO;CALLE 52 Nº 49-23;3819269;diomeposada@gmail.com;www.grupogeard.com;PRIVADA;DIOMEDES POSADA ORTIZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.819,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;3.638,;ACADEMIA DE BELLEZA INDIRA;0980;2010 mar 17 12:00:00 AM;31.381.485-1;76,;VALLE DEL CAUCA;76.109,;BUENAVENTURA;;El Jorge;Carrera 19 Nº 4a-28;2416661;luzindi2010@hotmail.com;;PRIVADA;Luz EcildaVera Prado;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;7.042,;EDUCAR CENTRO DE EDUCACIÓN Y DESARROLLO EMPRESARIAL;009734;2013 abr 12 12:00:00 AM;98512024-0;5,;ANTIOQUIA;5.321,;GUATAPE;;Araucarias;Calle 31 con Carrera 23 a;8610086;jorgive@yahoo.es;;PRIVADA;JORGIVE DE JESÚS GARCÍA GIRALDO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.768,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAGANGUÉ;4.314,;CORPORACION SOCIAL Y EDUCATIVA SAGRADO CORAZON DE JESUS;0331;2009 feb 25 12:00:00 AM;900253717-2;13,;BOLÍVAR;13.430,;MAGANGUÉ;;JOSE ANTONIO GALAN;CALLE 8 N° 21C 04;3007295148;barreluna@gmail.com;;PRIVADA;PABLO DE JESUS BARREIRO LUNA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;9.447,;CORDECOSTA & CIA LTDA.;4797;2019 dic 06 12:00:00 AM;900246984;13,;BOLÍVAR;13.873,;VILLANUEVA;;Bejucal;Calle 13 No. 15-39;3104432367;cordecostavillanueva@gmail.com;;PRIVADA;MARIA BOHORQUEZ DE CUETO;NO;;;;;;;75,272509;10,445651;2.020,;11,;2020 nov 30 12:00:00 AM
